2020-03-21,"(v) Risk communication","Educate and actively communicate with the public (Information campaign); Educate and actively communicate with the public (Encourage self-initiated quarantine)"
2020-03-23,"(vi) Social distancing","Measures for special populations (Measures to limit contact to the elderly); Measures for special populations (More exposed professionals (not healthcare)); Small gathering cancellation (Closure of non-essential shops); Small gathering cancellation (Limit up to 3 persons); Small gathering cancellation (Limit up to 8 persons)"
2020-03-23,"(vii) Travel restriction","Border restriction (Entry ban to non-citizens); Individual movement restrictions (Curfew); Individual movement restrictions (Non-essential movements forbidden)"
2020-03-25,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings); Quarantine (All incomings from high-risk areas); Tracing and tracking (Case tracking)"
2020-03-25,"(iii) Healthcare and public health capacity","Personal protective measures (Mandatory use of masks)"
2020-03-25,"(iv) Resource allocation","Police and army interventions (To support law enforcement)"
2020-03-25,"(v) Risk communication","Educate and actively communicate with the public (Promote the 2m distance)"
2020-03-25,"(vi) Social distancing","Special measures for certain establishments (Decongestion of administrative institutions); Measures for special populations (Vulnerable populations); Measures for special populations (Measures to limit contact to the elderly)"
2020-03-25,"(vii) Travel restriction","Individual movement restrictions (Non-essential movements forbidden)"
2020-03-26,"(vii) Travel restriction","Airport restriction (Cancellation of international flights)"
2020-03-30,"(iii) Healthcare and public health capacity","Increase patient capacity (Increase number of medical institutions)"
2020-03-30,"(iv) Resource allocation","Police and army interventions (To enforce quarantine); Measures to ensure security of supply (Fixing price for necessity goods)"
2020-03-30,"(v) Risk communication","Educate and actively communicate with the public (Information campaign)"
2020-03-30,"(vi) Social distancing","Measures for special populations (Measures to limit contact to the elderly)"
2020-03-31,"(vi) Social distancing","Measures for special populations (More exposed professionals (not healthcare)); Measures for special populations (Healthcare workers)"
2020-04-05,"(vii) Travel restriction","Border restriction (Restriction of freight transport)"
2020-04-06,"(vii) Travel restriction","Airport restriction (Cancellation of international flights)"
2020-04-10,"(iv) Resource allocation","Measures to ensure security of supply (Ban export of necessity goods)"
2020-04-10,"(v) Risk communication","Actively communicate with stakeholders (Encourage disinfection of the environment)"
