2020-03-16,"(v) Risk communication","Actively communicate with stakeholders (Guidelines); Actively communicate with stakeholders (Direct government communication)"
2020-03-17,"(iii) Healthcare and public health capacity","Personal protective measures (Enhance hand hygiene)"
2020-03-17,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans); Emergency response mechanisms (Risk management plan); Emergency laws (Law to ease the passing of laws)"
2020-03-17,"(v) Risk communication","Educate and actively communicate with the public (Discourage non-essential travels)"
2020-03-17,"(vi) Social distancing","Small gathering cancellation (Closure of restaurants/bars/cafes)"
2020-03-18,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-03-18,"(v) Risk communication","Call for return of nationals living abroad (Tourists in high-risk areas)"
2020-03-19,"(iii) Healthcare and public health capacity","Reduce the burden on health system (Simplification of the health journey)"
2020-03-19,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security); Police and army interventions (To support the population); Crisis management plans (Develop all-of-society and business continuity plans)"
2020-03-20,"(vi) Social distancing","Mass gathering cancellation (Cultural places and events); Small gathering cancellation (Closure of restaurants/bars/cafes); Closure of educational institutions (Complete closure of primary and secondary schools)"
2020-03-21,"(v) Risk communication","Educate and actively communicate with the public (Direct advice to vulnerable populations)"
2020-03-21,"(vi) Social distancing","Mass gathering cancellation (Indoor activities)"
2020-03-23,"(iii) Healthcare and public health capacity","Research (Vaccine trials on COVID-19)"
2020-03-23,"(iv) Resource allocation","Police and army interventions (To enforce social distancing)"
2020-03-23,"(v) Risk communication","Educate and actively communicate with the public (Promote the 2m distance)"
2020-03-23,"(vi) Social distancing","Mass gathering cancellation (Complete prohibition of gathering); Small gathering cancellation (Closure of non-essential shops)"
2020-03-23,"(vii) Travel restriction","Individual movement restrictions (Non-essential movements forbidden)"
2020-03-24,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-03-24,"(v) Risk communication","Educate and actively communicate with the public (Information campaign)"
2020-03-25,"(iii) Healthcare and public health capacity","Increase healthcare workforce (Ease transport of health workers)"
2020-03-25,"(v) Risk communication","Educate and actively communicate with the public (Answer to questions)"
2020-03-27,"(iii) Healthcare and public health capacity","Enhance laboratory testing capacity (Increase testing capacity (number tests))"
2020-03-29,"(iv) Resource allocation","The government provide assistance to vulnerable populations (The government provides food assistance)"
2020-03-31,"(v) Risk communication","Actively communicate with stakeholders (Guidelines)"
2020-04-02,"(iv) Resource allocation","Crisis management plans (Financial aid for health system)"
2020-04-08,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in India)"
2020-04-13,"(iv) Resource allocation","Crisis management plans (Financial aid for health system)"
2020-04-17,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in India); Return operation of nationals (Return operation of nationals in Bangladesh)"
2020-04-17,"(vii) Travel restriction","Non-essential travels forbidden (To France)"
2020-04-20,"(iii) Healthcare and public health capacity","Enhance laboratory testing capacity (Increase laboratory facilities)"
2020-04-22,"(iii) Healthcare and public health capacity","Enhance laboratory testing capacity (Increase laboratory facilities)"
2020-04-22,"(vi) Social distancing","Return operation of nationals (Return operation of nationals on international cruise)"
2020-04-23,"(i) Case identification, contact tracing and related measures","Enhance detection system (Targeted testing)"
2020-04-24,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-04-24,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in New Zealand)"
2020-04-26,"(i) Case identification, contact tracing and related measures","Enhance detection system (Targeted testing)"
2020-04-28,"(i) Case identification, contact tracing and related measures","Enhance detection system (Research and test of suspected cases)"
2020-04-28,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in Philppines); Return operation of nationals (Return operation of nationals in Nigeria)"
2020-04-30,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in Pakistan)"
2020-05-07,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-05-07,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in Guyana); Return operation of nationals (Return operation of nationals in Jamaica)"
