2020-02-27,"(v) Risk communication","Travel alert and warning (Travel alert level 2)"
2020-02-27,"(vi) Social distancing","Closure of educational institutions (Complete closure of all educational institutions)"
2020-03-01,"(iii) Healthcare and public health capacity","Increase availability of PPE (Face masks); Increase patient capacity (Beds)"
2020-03-01,"(v) Risk communication","Educate and actively communicate with the public (Information campaign); Actively communicate with stakeholders (Risk assessment before an event); Educate and actively communicate with the public (Answer to questions)"
2020-03-02,"(vi) Social distancing","Closure of educational institutions (Complete closure of primary and secondary schools); Mass gathering cancellation (Cultural places and events)"
2020-03-05,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas)"
2020-03-05,"(iii) Healthcare and public health capacity","Increase availability of PPE (Face masks)"
2020-03-07,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-09,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas)"
2020-03-09,"(iii) Healthcare and public health capacity","Case management (Hospitals prepared to treat)"
2020-03-09,"(vii) Travel restriction","Airport restriction (Cancellation of international flights)"
2020-03-10,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans); Crisis management plans (State aid, taxation and social security)"
2020-03-10,"(v) Risk communication","Educate and actively communicate with the public (Promote the 2m distance); Actively communicate with stakeholders (Risk assessment before an event)"
2020-03-11,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-03-11,"(vii) Travel restriction","Border restriction (Entry ban to people from China); Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-15,"(iv) Resource allocation","Measures to ensure security of supply (Fixing price for specific protective products)"
2020-03-18,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas)"
2020-03-18,"(iii) Healthcare and public health capacity","Enhance laboratory testing capacity (Decrease time between test and result)"
2020-03-18,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-03-18,"(v) Risk communication","Travel alert and warning (Travel alert level 1)"
2020-03-19,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-21,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas)"
2020-03-21,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-22,"(v) Risk communication","Travel alert and warning (Travel alert level 2)"
2020-03-24,"(vi) Social distancing","Mass gathering cancellation (Sport events)"
2020-03-24,"(vii) Travel restriction","Airport restriction (Landing bans on aircrafts from high risk areas); Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-25,"(v) Risk communication","Travel alert and warning (Travel alert level 2)"
2020-03-26,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas); Border health check (Test at the border)"
2020-03-26,"(iv) Resource allocation","Emergency response mechanisms (Risk management plan)"
2020-03-27,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-03-28,"(i) Case identification, contact tracing and related measures","Quarantine (All incomings from high-risk areas); Enhance detection system (Targeted testing)"
2020-03-31,"(iii) Healthcare and public health capacity","Enhance laboratory testing capacity (Increase testing capacity (number tests))"
2020-03-31,"(v) Risk communication","Travel alert and warning (Travel alert level 3); Travel alert and warning (Travel alert level 2)"
2020-03-31,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-04-06,"(v) Risk communication","Educate and actively communicate with the public (Encourage self-initiated quarantine)"
2020-04-07,"(iv) Resource allocation","Provide international help (Funding to support global efforts)"
2020-04-22,"(v) Risk communication","Educate and actively communicate with the public (Promote social distancing measures)"
2020-04-23,"(v) Risk communication","Educate and actively communicate with the public (Information campaign); Actively communicate with stakeholders (Leaflets)"
2020-04-27,"(iii) Healthcare and public health capacity","Increase isolation and quarantine facilities (For nationals incoming)"
2020-04-29,"(vii) Travel restriction","Border restriction (Entry ban to people from high-risk areas other than China)"
2020-05-02,"(iii) Healthcare and public health capacity","Increase availability of PPE (Protective gears, face masks, googgles)"
2020-05-04,"(v) Risk communication","Educate and actively communicate with the public (Encourage self-initiated quarantine)"
