2020-03-23,"(iv) Resource allocation","Emergency laws (Greater prerogative for mayors)"
2020-03-23,"(v) Risk communication","Educate and actively communicate with the public (Answer to questions); Educate and actively communicate with the public (Encourage stay at home); Educate and actively communicate with the public (Encourage self-initiated quarantine)"
2020-03-23,"(vi) Social distancing","Mass gathering cancellation (Limit up to 100 persons); Measures for public transport (Implement the 2m distance); Special measures for certain establishments (Implement the 2m distance); Small gathering cancellation (Closure of non-essential shops); Small gathering cancellation (Partial closure of public spaces); Mass gathering cancellation (Markets); Measures for special populations (Measures to limit contact to long-term care facilities)"
2020-03-24,"(vi) Social distancing","Mass gathering cancellation (Indoor activities)"
2020-03-25,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-03-25,"(v) Risk communication","Actively communicate with stakeholders (Guidelines); Actively communicate with stakeholders (Recommendations for schools)"
2020-03-26,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-03-27,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-03-27,"(v) Risk communication","Actively communicate with stakeholders (Guidelines)"
2020-03-31,"(v) Risk communication","Educate and actively communicate with the public (Answer to questions)"
2020-04-02,"(iv) Resource allocation","Crisis management plans (State aid, taxation and social security)"
2020-04-06,"(i) Case identification, contact tracing and related measures","Enhance detection system (Targeted testing)"
2020-04-07,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-04-09,"(iii) Healthcare and public health capacity","Research (Simplify clinical trials regulations)"
2020-04-21,"(iv) Resource allocation","Crisis management plans (Administrative procedures facilitated)"
2020-04-24,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans); Crisis management plans (Repurpose government plans)"
2020-04-24,"(vi) Social distancing","Mass gathering cancellation (Outdoor activities); Small gathering cancellation (Limit up to 2 persons)"
2020-04-25,"(v) Risk communication","Educate and actively communicate with the public (Communication targets protection of vulnerable populations)"
2020-04-28,"(v) Risk communication","Educate and actively communicate with the public (Communication targets protection of vulnerable populations)"
2020-04-30,"(viii) Returning to normal life","Special relief for movements (Outdoor sport allowed)"
2020-05-01,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-05-06,"(i) Case identification, contact tracing and related measures","Enhance detection system (Extended testing)"
2020-05-06,"(vi) Social distancing","Return operation of nationals (Return operation of nationals in Sint Maarten)"
2020-05-08,"(iv) Resource allocation","Crisis management plans (Develop all-of-society and business continuity plans)"
2020-05-11,"(viii) Returning to normal life","Conditional re-opening of educational institutions (Primary schools and child care); Special relief for movements (Outdoor sport allowed); Special relief for movements (Outdoor activities); Conditional re-opening of services (When social distancing is possible); Re-opening of cultural institutions and shops (Libraries)"
2020-05-18,"(i) Case identification, contact tracing and related measures","Enhance detection system (Extended testing)"
2020-05-25,"(viii) Returning to normal life","Conditional re-opening of long-term facilities (Nursing homes)"
2020-06-01,"(iii) Healthcare and public health capacity","Personal protective measures (Mandatory use of masks)"
